,iteration,num_vars,score,improve_percent,new_var
0,0,1,0.2990103544247127,4.980207088494254,id
1,0,2,0.41132907418072484,0.37563488385581206,SWIMMING_B._COUNT_IN_RADIO_1km
2,0,3,0.5939106037453268,0.44388189657700067,bathrooms
3,0,4,0.7121125193489589,0.19902307663514623,sqft_above
4,0,5,0.7443205366093486,0.04522883165968703,PUBLIC_RES._COUNT_IN_RADIO_1km
5,0,6,0.7392772397050366,-0.006775705702392817,BASKETBALL._COUNT_IN_RADIO_0.3km
6,0,7,0.7442940123555436,0.00678605045721234,GOLF_COURS._COUNT_IN_RADIO_0.3km
7,0,8,0.752268644213656,0.010714357130019479,GOLF_COURS._COUNT_IN_RADIO_1km
8,0,9,0.7790377658584926,0.0355845240270758,CULTURAL_S._COUNT_IN_RADIO_1km
9,0,10,0.8174027856060697,0.04924667510220022,sqft_living15
10,0,11,0.8172444440613184,-0.00019371299870718918,floors
11,0,12,0.821390215737761,0.005072866149863528,PICNIC_SIT._COUNT_IN_RADIO_1km
12,0,13,0.8231650244772266,0.002160737619538666,PLAY_AREAS._COUNT_IN_RADIO_1km
13,0,14,0.8214909212480864,-0.0020337395046678207,grade
14,0,15,0.8187259683634851,-0.003365774122494923,PUBLIC_ART._COUNT_IN_RADIO_1km
15,0,16,0.8175904669013271,-0.001386912722980707,PICNIC_TAB._COUNT_IN_RADIO_0.3km
16,0,17,0.8144482452392247,-0.0038432709153415996,WADING_POO._COUNT_IN_RADIO_0.3km
17,0,18,0.8194797954513025,0.006177863653693425,PICNIC_SIT._COUNT_IN_RADIO_0.3km
18,0,19,0.8201599270252787,0.0008299552688809402,PARKS_WITH.name_COUNT_IN_RADIO_0.3km
19,0,20,0.8636696966811555,0.05305034813598698,waterfront
20,0,21,0.8572033937554138,-0.007487009154761253,Unnamed: 0
21,0,22,0.8579086150755286,0.000822700102743735,PARKS_WITH.name_COUNT_IN_RADIO_1km
22,0,23,0.8482477467791654,-0.011260952654628294,SWIMMING_B._COUNT_IN_RADIO_0.3km
23,0,24,0.8590337490175195,0.012715627338014235,PUBLIC_ART._COUNT_IN_RADIO_0.3km
24,0,25,0.8531030393619927,-0.006903930913435887,view
25,0,26,0.868834802372228,0.018440636458171015,PLAY_AREAS._COUNT_IN_RADIO_0.3km
26,0,27,0.8664203105320389,-0.002778999912983028,BASKETBALL._COUNT_IN_RADIO_1km
27,0,28,0.872693234104957,0.007240046772525567,sqft_lot15
28,0,29,0.8638230805548716,-0.010164114036225785,bedrooms
29,0,30,0.863362488977285,-0.0005332012861832097,CULTURAL_S._COUNT_IN_RADIO_0.3km
30,0,31,0.8589546820156069,-0.005105395494885873,yr_built
31,0,32,0.8727703632614525,0.01608429587161226,PICNIC_TAB._COUNT_IN_RADIO_1km
32,0,33,0.8972769694396429,0.028079099852350263,sqft_living
33,0,34,0.8996656057429345,0.0026620947429235736,PUBLIC_RES._COUNT_IN_RADIO_0.3km
34,0,35,0.8983841134175412,-0.0014244095997590965,sqft_basement
35,0,36,0.9020965626110855,0.004132362914813551,WADING_POO._COUNT_IN_RADIO_1km
36,0,37,0.9022603748282736,0.00018159055690661073,WATER_FOUN._COUNT_IN_RADIO_0.3km
37,0,38,0.9001668315243571,-0.0023203316496249724,yr_renovated
38,0,39,0.9066196574040166,0.007168477723992833,sqft_lot
39,0,40,0.9045540045038223,-0.0022784117720423755,PARKS_WITH._COUNT_IN_RADIO_0.3km
40,0,41,0.9058393987050052,0.0014210253835402343,PARKS_WITH._COUNT_IN_RADIO_1km
41,0,42,0.9089618946656775,0.003447074575400684,FOOTBALL_F._COUNT_IN_RADIO_1km
42,0,43,0.9005434404207735,-0.009261614039387555,FOOTBALL_F._COUNT_IN_RADIO_0.3km
43,0,44,0.9039878649874133,0.00382482888891008,condition
44,0,45,0.9045221564737408,0.0005910383391428402,WATER_FOUN._COUNT_IN_RADIO_1km
45,1,1,0.067006536347473,0.34013072694945995,PUBLIC_RES._COUNT_IN_RADIO_1km
46,1,2,0.23169836556536738,2.457847222006206,FOOTBALL_F._COUNT_IN_RADIO_1km
47,1,3,0.31081422236445977,0.3414605735609818,PLAY_AREAS._COUNT_IN_RADIO_1km
48,1,4,0.30994523785099737,-0.002795832529321751,yr_built
49,1,5,0.6813760169819418,1.198375499189007,sqft_above
50,1,6,0.702232066893304,0.03060872321826214,PUBLIC_RES._COUNT_IN_RADIO_0.3km
51,1,7,0.7005541260022695,-0.0023894392895751956,WATER_FOUN._COUNT_IN_RADIO_0.3km
52,1,8,0.7211186074374404,0.029354593273931053,PARKS_WITH._COUNT_IN_RADIO_1km
53,1,9,0.7136829341955,-0.010311304084030947,BASKETBALL._COUNT_IN_RADIO_0.3km
54,1,10,0.7770039453572246,0.08872428935561323,grade
55,1,11,0.7991467375808259,0.028497657387596926,sqft_lot
56,1,12,0.7949122163570277,-0.005298803116705351,GOLF_COURS._COUNT_IN_RADIO_1km
57,1,13,0.8188861102937045,0.030159171595759142,sqft_living
58,1,14,0.8317741777759979,0.015738534724530805,id
59,1,15,0.866427426170276,0.04166184683315622,waterfront
60,1,16,0.8730046908090631,0.007591247045190422,WADING_POO._COUNT_IN_RADIO_0.3km
61,1,17,0.8739199516283298,0.0010484030943963367,WADING_POO._COUNT_IN_RADIO_1km
62,1,18,0.8763906428780852,0.0028271367934235817,sqft_lot15
63,1,19,0.8730503983799874,-0.0038113648579454758,Unnamed: 0
64,1,20,0.8776162740817964,0.005229796252634822,PICNIC_SIT._COUNT_IN_RADIO_0.3km
